8, 6, 12, pa2-debug-d-optpivot.txt
    5.98,     9.44, -1499.96
    5.38,     8.50, -1349.96
    5.53,   159.44, -1499.02
    4.93,   158.50, -1349.02
  155.97,     9.89, -1499.36
  155.38,     8.94, -1349.36
  155.53,   159.88, -1498.42
  154.93,   158.94, -1348.42
  445.70,   459.85, -1292.17
  479.78,   487.78, -1268.54
  513.86,   515.71, -1244.91
  446.95,   426.69, -1254.77
  481.03,   454.62, -1231.14
  515.10,   482.55, -1207.51
   -1.66,    -5.59, -1499.99
   -1.50,    -5.03, -1349.99
   -2.12,   144.41, -1500.55
   -1.96,   144.96, -1350.55
  148.34,    -5.13, -1500.16
  148.50,    -4.57, -1350.16
  147.88,   144.86, -1500.72
  148.04,   145.42, -1350.72
  353.55,   392.06, -1285.63
  303.80,   396.40, -1288.12
  254.05,   400.74, -1290.62
  358.12,   421.30, -1325.93
  308.37,   425.64, -1328.42
  258.62,   429.97, -1330.92
   -0.60,     7.48, -1499.98
   -0.54,     6.73, -1349.98
   -0.73,   157.48, -1499.23
   -0.67,   156.73, -1349.23
  149.40,     7.60, -1500.04
  149.46,     6.86, -1350.04
  149.27,   157.60, -1499.29
  149.33,   156.85, -1349.29
  355.04,   393.40, -1296.86
  305.79,   398.44, -1289.87
  256.53,   403.47, -1282.89
  361.28,   442.22, -1288.05
  312.03,   447.26, -1281.06
  262.78,   452.29, -1274.07
  -11.00,   -11.40, -1499.92
   -9.90,   -10.26, -1349.92
  -10.95,   138.59, -1501.06
   -9.85,   139.73, -1351.07
  139.00,   -11.46, -1501.02
  140.10,   -10.32, -1351.02
  139.05,   138.53, -1502.16
  140.15,   139.67, -1352.16
  440.12,   429.99, -1291.23
  487.77,   440.48, -1280.27
  535.41,   450.96, -1269.32
  452.88,   382.75, -1301.51
  500.52,   393.24, -1290.56
  548.17,   403.72, -1279.60
   10.97,    -6.23, -1499.95
    9.87,    -5.61, -1349.95
   11.98,   143.76, -1500.56
   10.89,   144.39, -1350.57
  160.96,    -7.24, -1498.85
  159.86,    -6.62, -1348.85
  161.98,   142.75, -1499.46
  160.88,   143.37, -1349.47
  458.56,   432.30, -1277.89
  499.61,   442.43, -1251.22
  540.67,   452.57, -1224.54
  464.59,   383.53, -1268.65
  505.65,   393.67, -1241.98
  546.71,   403.80, -1215.31
    2.09,     1.27, -1500.00
    1.88,     1.14, -1350.00
    2.56,   151.27, -1499.87
    2.35,   151.14, -1349.87
  152.09,     0.80, -1499.79
  151.88,     0.67, -1349.79
  152.56,   150.80, -1499.66
  152.35,   150.67, -1349.66
  364.93,   426.39, -1323.72
  323.00,   453.62, -1323.36
  281.07,   480.86, -1322.99
  373.94,   439.62, -1276.35
  332.01,   466.85, -1275.99
  290.08,   494.09, -1275.62
   -9.79,   -14.62, -1499.90
   -8.81,   -13.16, -1349.91
  -10.67,   135.37, -1501.35
   -9.69,   136.83, -1351.36
  140.20,   -13.75, -1500.88
  141.18,   -12.29, -1350.89
  139.33,   136.24, -1502.34
  140.31,   137.70, -1352.35
  370.02,   411.53, -1261.79
  343.56,   443.97, -1234.46
  317.09,   476.42, -1207.13
  371.82,   444.57, -1299.27
  345.35,   477.01, -1271.94
  318.88,   509.46, -1244.61
   -2.22,    -0.87, -1500.00
   -2.00,    -0.79, -1350.00
   -2.40,   149.13, -1500.09
   -2.18,   149.21, -1350.09
  147.78,    -0.70, -1500.22
  148.00,    -0.61, -1350.22
  147.60,   149.30, -1500.31
  147.82,   149.39, -1350.31
  424.09,   428.60, -1254.55
  459.01,   438.38, -1220.12
  493.93,   448.16, -1185.69
  457.46,   402.31, -1280.92
  492.38,   412.09, -1246.49
  527.29,   421.87, -1212.06
    7.56,    11.17, -1499.94
    6.80,    10.05, -1349.95
    7.43,   161.16, -1498.82
    6.68,   160.05, -1348.83
  157.56,    11.29, -1499.18
  156.80,    10.17, -1349.19
  157.43,   161.28, -1498.07
  156.67,   160.17, -1348.07
  377.97,   405.39, -1337.18
  349.15,   418.50, -1375.87
  320.32,   431.61, -1414.57
  393.35,   452.74, -1332.59
  364.53,   465.85, -1371.29
  335.71,   478.96, -1409.98
  -11.46,    -6.19, -1499.94
  -10.32,    -5.57, -1349.95
  -12.11,   143.81, -1500.56
  -10.96,   144.43, -1350.56
  138.53,    -5.55, -1501.09
  139.68,    -4.93, -1351.10
  137.88,   144.45, -1501.71
  139.03,   145.07, -1351.71
  350.38,   415.66, -1277.51
  323.73,   444.41, -1246.48
  297.08,   473.16, -1215.44
  389.43,   446.49, -1272.54
  362.78,   475.24, -1241.51
  336.13,   503.99, -1210.47
    4.79,    -1.81, -1499.99
    4.31,    -1.63, -1349.99
    6.17,   148.18, -1500.17
    5.69,   148.36, -1350.17
  154.78,    -3.19, -1499.51
  154.30,    -3.01, -1349.51
  156.16,   146.80, -1499.69
  155.68,   146.98, -1349.69
  426.34,   392.37, -1354.83
  450.36,   401.52, -1397.71
  474.38,   410.68, -1440.60
  453.99,   427.16, -1331.91
  478.01,   436.31, -1374.80
  502.03,   445.47, -1417.68
  -14.45,    12.88, -1499.88
  -13.01,    11.59, -1349.89
  -13.71,   162.87, -1498.59
  -12.26,   161.58, -1348.61
  135.54,    12.14, -1501.33
  136.98,    10.86, -1351.34
  136.29,   162.14, -1500.05
  137.73,   160.85, -1350.06
  389.22,   435.92, -1250.52
  382.86,   431.89, -1201.09
  376.49,   427.85, -1151.66
  393.50,   386.23, -1254.02
  387.13,   382.19, -1204.59
  380.76,   378.16, -1155.16
