6,6,pa2-debug-e-em-fiducialss.txt
  371.33,   393.14,   532.75
  324.77,   402.49,   532.65
  278.16,   412.15,   532.60
  375.97,   418.56,   502.13
  329.21,   428.22,   501.58
  282.39,   438.11,   501.16
  364.11,   477.66,   513.23
  341.07,   510.82,   482.71
  317.65,   543.71,   452.16
  382.55,   462.66,   480.75
  359.53,   495.78,   450.29
  336.20,   528.67,   419.77
  357.27,   390.87,   372.60
  310.83,   404.97,   376.56
  264.36,   419.31,   380.60
  368.52,   421.86,   395.26
  322.23,   436.12,   399.23
  275.87,   450.62,   403.41
  343.76,   496.34,   489.95
  296.52,   503.68,   490.66
  248.86,   510.73,   491.74
  342.57,   486.59,   530.09
  295.71,   493.92,   531.10
  248.45,   500.97,   532.38
  309.57,   457.19,   401.35
  330.37,   483.58,   364.26
  351.38,   510.20,   327.30
  344.33,   449.86,   418.04
  365.33,   476.52,   380.92
  386.57,   503.45,   343.78
  365.60,   469.42,   321.33
  375.86,   466.65,   272.69
  386.04,   464.25,   223.79
  359.20,   429.62,   323.67
  369.32,   426.68,   274.95
  379.48,   424.11,   225.89
