8, 8, 27, 125, pa2-debug-f-calreadings.txt
  -14.30,     3.96, -1499.93
  -12.87,     3.56, -1349.93
  -13.20,   153.95, -1499.54
  -11.77,   153.56, -1349.55
  135.69,     2.87, -1501.36
  137.12,     2.47, -1351.37
  136.79,   152.86, -1500.97
  138.22,   152.47, -1350.98
   86.03,   101.38, -1402.41
   88.14,   108.12, -1152.51
   85.44,   351.29, -1409.14
   87.55,   358.03, -1159.24
  336.02,   101.92, -1404.53
  338.13,   108.66, -1154.63
  335.43,   351.82, -1411.27
  337.54,   358.57, -1161.37
  100.72,   103.21,    94.87
  100.39,   107.24,   221.08
  100.58,   107.52,   347.53
   98.62,   228.88,    92.54
   98.00,   230.57,   218.75
   99.21,   230.39,   343.08
   94.07,   347.58,    94.12
   95.73,   350.32,   218.91
   95.85,   355.50,   338.82
  225.38,   100.30,    98.30
  225.74,   104.31,   223.49
  223.43,   109.80,   350.86
  222.81,   227.51,    94.46
  220.22,   230.44,   217.77
  220.44,   231.25,   343.21
  219.78,   348.62,    90.70
  217.15,   354.44,   213.59
  219.38,   357.68,   335.09
  347.21,    97.43,   101.49
  347.75,   102.26,   227.58
  346.03,   110.10,   351.47
  347.27,   223.63,    99.67
  347.81,   227.40,   225.02
  347.00,   232.96,   346.18
  346.52,   348.85,    94.34
  345.98,   354.93,   217.44
  348.47,   359.09,   339.42
   -6.72,     7.53, -1499.97
   -6.05,     6.78, -1349.97
   -5.57,   157.52, -1499.22
   -4.90,   156.77, -1349.22
  143.27,     6.38, -1500.64
  143.94,     5.63, -1350.65
  144.42,   156.38, -1499.90
  145.09,   155.62, -1349.90
   93.06,   107.00, -1274.62
   89.71,   111.44, -1024.68
   99.52,   356.88, -1278.98
   96.17,   361.32, -1029.04
  342.95,   100.60, -1271.16
  339.61,   105.04, -1021.22
  349.41,   350.48, -1275.52
  346.07,   354.92, -1025.58
   99.74,   106.34,   222.94
   97.92,   106.08,   349.74
   96.34,   104.75,   474.50
  100.79,   229.85,   221.65
   99.68,   228.54,   345.90
   98.25,   228.30,   470.37
  101.66,   349.96,   221.87
  100.20,   353.88,   342.10
   98.14,   358.29,   464.86
  225.19,   100.56,   227.72
  221.14,   105.04,   355.04
  218.46,   105.97,   481.06
  223.03,   225.91,   223.19
  221.50,   226.19,   348.71
  221.35,   226.13,   475.56
  223.71,   350.16,   219.73
  223.91,   352.33,   341.42
  224.66,   354.70,   466.67
  346.71,    95.06,   234.00
  343.23,   102.11,   357.86
  341.65,   105.61,   481.54
  350.78,   219.64,   232.76
  347.57,   224.42,   353.60
  345.38,   228.24,   477.78
  352.49,   347.13,   226.21
  352.83,   350.62,   347.86
  350.76,   353.50,   473.19
    7.58,    12.85, -1499.93
    6.82,    11.57, -1349.93
    7.81,   162.85, -1498.64
    7.05,   161.56, -1348.65
  157.58,    12.62, -1499.17
  156.82,    11.34, -1349.18
  157.80,   162.62, -1497.88
  157.05,   161.33, -1347.89
  104.55,   110.44, -1149.90
  101.87,   115.73,  -899.97
  106.82,   360.38, -1155.16
  104.14,   365.66,  -905.23
  354.52,   108.23, -1147.17
  351.85,   113.52,  -897.24
  356.79,   358.16, -1152.43
  354.12,   363.45,  -902.50
  100.80,   102.99,   348.10
  100.71,   102.65,   472.97
  100.05,   103.31,   595.71
  101.40,   225.04,   343.55
  101.20,   225.54,   467.97
  100.15,   228.52,   592.94
  100.21,   350.23,   338.82
   99.75,   355.46,   461.63
   99.26,   360.57,   588.76
  224.19,   103.09,   352.13
  222.70,   105.38,   477.83
  224.18,   103.52,   600.61
  222.92,   224.02,   344.70
  224.35,   225.05,   471.57
  226.60,   226.74,   598.41
  223.86,   350.21,   336.43
  226.20,   353.44,   461.46
  226.50,   357.04,   591.35
  346.27,   101.32,   353.34
  345.71,   105.74,   477.18
  348.20,   105.43,   601.22
  348.83,   223.65,   348.43
  348.39,   228.59,   471.73
  349.34,   231.56,   600.12
  352.87,   349.81,   341.78
  352.71,   353.68,   466.54
  349.23,   357.86,   595.22
   12.64,   -12.59, -1499.89
   11.38,   -11.33, -1349.90
   11.62,   137.40, -1501.16
   10.36,   138.66, -1351.17
  162.63,   -11.57, -1498.64
  161.37,   -10.31, -1348.65
  161.62,   138.43, -1499.91
  160.35,   139.68, -1349.92
  109.39,    91.12, -1026.11
  114.08,    91.36,  -776.16
  106.11,   341.10, -1026.29
  110.80,   341.34,  -776.34
  359.32,    94.39, -1030.81
  364.01,    94.63,  -780.85
  356.05,   344.37, -1030.99
  360.74,   344.61,  -781.03
  103.99,    97.45,   473.50
  107.62,    93.76,   596.04
  111.33,    92.24,   716.68
  103.22,   219.88,   473.08
  106.32,   217.79,   597.99
  108.11,   218.37,   722.07
  100.20,   350.34,   471.07
  103.75,   350.03,   598.61
  106.81,   348.57,   727.86
  226.09,   102.26,   473.67
  231.32,    95.87,   596.21
  237.72,    88.91,   716.39
  225.97,   221.64,   472.36
  232.45,   218.42,   599.23
  237.42,   216.81,   724.72
  226.61,   349.64,   467.19
  230.75,   348.56,   597.33
  232.48,   347.32,   727.74
  349.08,   104.12,   468.91
  355.48,    99.46,   592.67
  362.05,    91.78,   716.19
  350.02,   226.73,   468.61
  355.21,   225.19,   596.55
  361.04,   221.83,   725.96
  352.63,   351.79,   468.03
  352.97,   351.67,   596.63
  352.55,   351.32,   726.41
    7.92,     3.40, -1499.98
    7.13,     3.06, -1349.98
    7.80,   153.40, -1499.64
    7.00,   153.06, -1349.64
  157.92,     3.52, -1499.18
  157.12,     3.18, -1349.19
  157.79,   153.52, -1498.84
  157.00,   153.18, -1348.85
  105.43,   103.09,  -900.96
  104.20,   106.12,  -650.98
  112.42,   352.98,  -903.96
  111.18,   356.01,  -653.98
  355.33,    96.12,  -899.64
  354.09,    99.15,  -649.66
  362.32,   346.01,  -902.64
  361.08,   349.04,  -652.66
  103.86,    96.50,   595.50
  103.42,    98.31,   716.23
  101.97,   105.07,   838.34
  106.51,   220.75,   595.02
  104.86,   224.66,   719.13
  102.43,   230.06,   840.69
  108.73,   352.48,   592.47
  108.18,   353.99,   721.89
  106.78,   353.35,   846.23
  227.35,    94.35,   599.07
  230.44,    90.05,   719.24
  229.75,    92.71,   839.37
  232.49,   216.97,   599.44
  234.32,   218.06,   724.52
  233.05,   220.30,   845.78
  235.17,   346.63,   594.57
  233.57,   348.55,   725.26
  232.13,   347.87,   849.35
  351.54,    93.29,   598.74
  354.94,    87.87,   721.57
  353.45,    87.20,   842.60
  355.35,   218.92,   599.86
  357.98,   218.06,   729.55
  357.91,   217.91,   852.43
  357.81,   345.71,   597.67
  354.18,   347.99,   727.34
  354.18,   348.93,   851.11
    4.66,     2.92, -1499.99
    4.20,     2.63, -1349.99
    5.65,   152.92, -1499.69
    5.19,   152.62, -1349.70
  154.66,     1.93, -1499.53
  154.19,     1.64, -1349.53
  155.65,   151.93, -1499.23
  155.18,   151.63, -1349.23
  106.44,   226.72, -1399.49
  106.15,   223.84, -1149.51
  109.54,   476.68, -1396.61
  109.26,   473.81, -1146.63
  356.42,   223.62, -1399.24
  356.14,   220.74, -1149.26
  359.52,   473.58, -1396.36
  359.24,   470.70, -1146.38
  101.41,   230.11,    98.08
  101.71,   226.97,   223.50
  102.66,   221.60,   348.40
   99.13,   348.87,   104.22
  100.79,   347.56,   227.98
  101.50,   347.11,   348.14
   99.21,   470.44,   107.72
  100.68,   470.14,   230.70
  100.34,   473.54,   349.88
  225.68,   226.83,    99.12
  223.81,   224.73,   222.81
  224.28,   220.71,   348.65
  224.58,   348.69,   100.83
  222.74,   348.99,   223.12
  225.60,   347.20,   345.19
  225.20,   471.48,   100.45
  224.09,   472.64,   222.97
  226.96,   473.93,   344.67
  350.48,   220.92,   104.55
  351.46,   219.77,   229.90
  350.61,   220.82,   350.82
  351.18,   346.44,   103.91
  351.64,   347.54,   227.35
  354.12,   346.49,   349.26
